Date,Open,High,Low,Close,Adj Close,Volume
2023-06-05,9552.500000,9640.000000,9488.549805,9582.099609,9492.767578,434649
2023-06-06,9629.000000,9770.000000,9611.000000,9736.200195,9645.431641,542318
2023-06-07,9788.000000,9800.000000,9650.500000,9707.500000,9616.999023,453747
2023-06-08,9733.000000,9765.000000,9625.500000,9658.599609,9568.554688,273746
2023-06-09,9675.500000,9713.900391,9611.099609,9627.799805,9538.041992,161389
2023-06-12,9625.000000,9700.000000,9537.650391,9550.450195,9461.414063,316879
2023-06-13,9588.000000,9618.049805,9505.650391,9517.500000,9428.770508,561014
2023-06-14,9520.000000,9599.000000,9490.500000,9532.500000,9443.630859,328167
2023-06-15,9555.000000,9697.799805,9543.000000,9594.849609,9505.399414,459978
2023-06-16,9595.049805,9643.400391,9552.000000,9603.700195,9514.166992,682099
2023-06-19,9638.000000,9642.150391,9510.000000,9532.000000,9443.135742,395006
2023-06-20,9530.000000,9538.900391,9420.000000,9492.099609,9403.607422,612713
2023-06-21,9502.000000,9537.000000,9396.049805,9440.849609,9352.834961,356331
2023-06-22,9439.049805,9494.349609,9373.799805,9403.049805,9315.387695,288487
2023-06-23,9420.000000,9427.000000,9305.000000,9327.299805,9240.343750,309138
2023-06-26,9327.299805,9520.000000,9300.000000,9470.200195,9381.912109,405168
2023-06-27,9490.000000,9500.000000,9395.049805,9461.000000,9372.796875,339375
2023-06-28,9475.450195,9575.000000,9432.549805,9540.650391,9451.705078,482586
2023-06-30,9569.000000,9853.500000,9541.000000,9789.049805,9697.789063,845006
2023-07-03,9742.049805,9785.849609,9656.549805,9673.000000,9582.821289,398066
2023-07-04,9700.000000,9716.500000,9620.049805,9647.400391,9557.459961,247673
2023-07-05,9697.000000,10036.950195,9675.000000,9992.299805,9899.143555,815044
2023-07-06,9999.950195,10016.299805,9815.200195,9859.400391,9767.483398,652120
2023-07-07,9854.000000,9945.000000,9815.000000,9850.250000,9758.418945,457050
2023-07-10,9854.000000,9933.349609,9719.750000,9736.299805,9645.530273,272008
2023-07-11,9796.000000,9956.849609,9736.299805,9900.150391,9807.853516,568772
2023-07-12,9895.000000,9950.000000,9805.000000,9835.799805,9744.102539,552967
2023-07-13,9852.950195,9898.950195,9612.000000,9647.549805,9557.608398,519564
2023-07-14,9701.950195,9727.299805,9591.000000,9603.650391,9514.118164,498441
2023-07-17,9647.000000,9699.000000,9555.000000,9689.549805,9599.216797,444583
2023-07-18,9710.200195,9766.299805,9601.700195,9665.650391,9575.540039,320985
2023-07-19,9651.000000,9666.000000,9525.650391,9607.549805,9517.980469,450254
2023-07-20,9620.000000,9785.000000,9575.450195,9772.500000,9681.393555,466813
2023-07-21,9720.000000,9845.000000,9703.000000,9770.049805,9678.965820,328483
2023-07-24,9770.049805,9815.000000,9680.000000,9694.799805,9604.417969,358506
2023-07-25,9624.000000,9774.950195,9616.799805,9758.599609,9667.622070,240998
2023-07-26,9761.500000,9810.000000,9725.250000,9756.349609,9665.393555,209861
2023-07-27,9770.000000,9827.150391,9691.650391,9753.599609,9662.668945,256672
2023-07-28,9739.000000,9750.000000,9546.400391,9670.299805,9580.145508,381151
2023-07-31,9670.299805,9837.700195,9606.000000,9820.750000,9729.193359,600060
2023-08-01,9760.000000,9892.000000,9650.049805,9716.750000,9626.163086,1394528
2023-08-02,9715.000000,9793.450195,9520.349609,9653.799805,9563.799805,672815
2023-08-03,9598.849609,9659.950195,9515.599609,9543.700195,9543.700195,614897
2023-08-04,9560.000000,9616.000000,9427.000000,9470.400391,9470.400391,540470
2023-08-07,9490.000000,9539.799805,9422.000000,9523.799805,9523.799805,366329
2023-08-08,9539.950195,9623.000000,9505.000000,9542.549805,9542.549805,430636
2023-08-09,9540.000000,9540.049805,9417.500000,9463.099609,9463.099609,404602
2023-08-10,9463.099609,9500.000000,9342.049805,9397.599609,9397.599609,523490
2023-08-11,9397.599609,9469.000000,9344.000000,9356.849609,9356.849609,498504
2023-08-14,9360.000000,9364.000000,9257.900391,9321.650391,9321.650391,336864
2023-08-16,9334.000000,9437.750000,9254.150391,9419.549805,9419.549805,336363
2023-08-17,9414.900391,9474.750000,9350.000000,9375.299805,9375.299805,402798
2023-08-18,9350.000000,9470.000000,9336.650391,9456.049805,9456.049805,400745
2023-08-21,9455.549805,9469.000000,9413.250000,9438.799805,9438.799805,375347
2023-08-22,9420.200195,9508.049805,9409.700195,9491.900391,9491.900391,435930
2023-08-23,9519.000000,9640.000000,9446.000000,9600.950195,9600.950195,546842
2023-08-24,9661.650391,9661.650391,9555.000000,9573.700195,9573.700195,385559
2023-08-25,9554.000000,9624.750000,9485.000000,9505.700195,9505.700195,346449
2023-08-28,9514.950195,9670.000000,9510.000000,9597.700195,9597.700195,325938
2023-08-29,9600.000000,9684.750000,9506.000000,9621.250000,9621.250000,317224
2023-08-30,9660.000000,9817.950195,9610.000000,9796.400391,9796.400391,543634
2023-08-31,9770.099609,10065.000000,9770.099609,10003.799805,10003.799805,1581818
2023-09-01,9999.000000,10397.950195,9951.349609,10331.250000,10331.250000,1193178
2023-09-04,10401.000000,10467.950195,10286.299805,10362.450195,10362.450195,819552
2023-09-05,10350.000000,10412.700195,10245.799805,10262.099609,10262.099609,507107
2023-09-06,10260.000000,10260.000000,10130.150391,10178.849609,10178.849609,663758
2023-09-07,10150.000000,10300.900391,10150.000000,10280.750000,10280.750000,445805
2023-09-08,10399.000000,10400.000000,10300.000000,10332.000000,10332.000000,439721
2023-09-11,10345.000000,10550.000000,10344.000000,10533.849609,10533.849609,598050
2023-09-12,10544.000000,10568.400391,10405.000000,10503.599609,10503.599609,568773
2023-09-13,10500.000000,10536.400391,10440.000000,10473.400391,10473.400391,301707
2023-09-14,10465.049805,10580.000000,10431.049805,10488.150391,10488.150391,501196
2023-09-15,10489.299805,10550.000000,10477.400391,10525.250000,10525.250000,544616
2023-09-18,10500.049805,10623.650391,10494.049805,10522.099609,10522.099609,430213
2023-09-20,10494.049805,10494.049805,10337.549805,10346.750000,10346.750000,545106
2023-09-21,10343.049805,10345.000000,10206.500000,10284.299805,10284.299805,577252
2023-09-22,10378.000000,10566.750000,10308.450195,10535.150391,10535.150391,986206
2023-09-25,10535.150391,10720.000000,10530.000000,10588.200195,10588.200195,756801
2023-09-26,10631.900391,10633.950195,10526.549805,10556.650391,10556.650391,452503
2023-09-27,10550.000000,10706.000000,10525.000000,10680.750000,10680.750000,458359
2023-09-28,10650.500000,10705.000000,10532.049805,10565.349609,10565.349609,598144
2023-09-29,10541.000000,10705.500000,10510.549805,10610.599609,10610.599609,481725
2023-10-03,10709.799805,10709.799805,10303.299805,10346.900391,10346.900391,623006
2023-10-04,10283.900391,10283.900391,10090.000000,10129.849609,10129.849609,407793
2023-10-05,10181.950195,10270.950195,10109.000000,10210.150391,10210.150391,377196
2023-10-06,10283.000000,10332.950195,10260.000000,10302.049805,10302.049805,335700
2023-10-09,10250.000000,10334.400391,10183.950195,10244.799805,10244.799805,230083
2023-10-10,10290.000000,10417.000000,10270.099609,10375.000000,10375.000000,348342
2023-10-11,10349.950195,10440.000000,10340.049805,10412.099609,10412.099609,193526
2023-10-12,10460.000000,10624.549805,10420.200195,10580.900391,10580.900391,569237
2023-10-13,10534.049805,10745.049805,10529.799805,10727.549805,10727.549805,625954
2023-10-16,10729.950195,10810.849609,10665.000000,10704.500000,10704.500000,304196
2023-10-17,10730.000000,10797.849609,10565.299805,10750.799805,10750.799805,474718
2023-10-18,10755.000000,10809.849609,10711.049805,10788.450195,10788.450195,267435
2023-10-19,10700.000000,10798.700195,10700.000000,10771.700195,10771.700195,286284
2023-10-20,10763.099609,10799.000000,10695.700195,10725.650391,10725.650391,232512
2023-10-23,10681.000000,10724.650391,10530.450195,10553.650391,10553.650391,227925
2023-10-25,10520.000000,10647.450195,10501.599609,10588.849609,10588.849609,401105
2023-10-26,10539.000000,10594.000000,10392.500000,10424.150391,10424.150391,506129
2023-10-27,10440.049805,10845.000000,10440.000000,10560.700195,10560.700195,1116713
2023-10-30,10700.000000,10700.000000,10245.000000,10397.700195,10397.700195,991168
2023-10-31,10490.000000,10490.000000,10321.000000,10392.299805,10392.299805,439996
2023-11-01,10390.099609,10422.200195,10188.650391,10227.750000,10227.750000,699116
2023-11-02,10290.299805,10345.000000,10201.000000,10303.599609,10303.599609,569194
2023-11-03,10318.000000,10370.000000,10241.000000,10276.299805,10276.299805,517582
2023-11-06,10338.950195,10338.950195,10252.000000,10284.849609,10284.849609,490459
2023-11-07,10300.000000,10326.000000,10235.849609,10253.299805,10253.299805,264935
2023-11-08,10320.000000,10340.450195,10260.599609,10322.299805,10322.299805,287006
2023-11-09,10349.950195,10449.599609,10316.750000,10400.349609,10400.349609,310536
2023-11-10,10375.000000,10416.400391,10320.000000,10388.799805,10388.799805,206395
2023-11-13,10429.000000,10429.000000,10363.650391,10398.400391,10398.400391,261891
2023-11-15,10497.000000,10497.000000,10375.049805,10456.049805,10456.049805,436538
2023-11-16,10480.000000,10543.700195,10409.200195,10484.500000,10484.500000,488715
2023-11-17,10500.000000,10606.799805,10499.150391,10523.500000,10523.500000,403772
2023-11-20,10500.000000,10593.349609,10500.000000,10566.250000,10566.250000,234246
2023-11-21,10619.000000,10619.000000,10500.000000,10535.150391,10535.150391,312242
2023-11-22,10550.000000,10551.250000,10420.000000,10494.549805,10494.549805,378891
2023-11-23,10487.799805,10525.000000,10394.049805,10488.500000,10488.500000,453820
2023-11-24,10505.950195,10566.500000,10462.000000,10515.650391,10515.650391,380306
2023-11-28,10539.950195,10556.400391,10506.000000,10537.549805,10537.549805,268026
2023-11-29,10570.000000,10634.549805,10525.700195,10599.250000,10599.250000,343341
2023-11-30,10581.000000,10649.000000,10546.099609,10608.700195,10608.700195,665660
2023-12-01,10608.000000,10759.000000,10533.049805,10585.700195,10585.700195,591519
2023-12-04,10695.000000,10695.099609,10425.000000,10599.450195,10599.450195,625235
2023-12-05,10650.900391,10770.000000,10563.400391,10721.900391,10721.900391,580996
2023-12-06,10721.900391,10748.950195,10590.000000,10625.750000,10625.750000,464163
2023-12-07,10790.000000,10932.849609,10635.000000,10696.650391,10696.650391,704413
2023-12-08,10730.000000,10748.000000,10551.000000,10618.549805,10618.549805,548373
2023-12-11,10630.000000,10638.000000,10500.049805,10541.750000,10541.750000,579749
2023-12-12,10620.000000,10624.000000,10301.099609,10338.400391,10338.400391,1088687
2023-12-13,10360.000000,10412.900391,10260.000000,10380.049805,10380.049805,603469
2023-12-14,10440.000000,10495.000000,10312.299805,10353.200195,10353.200195,635475
2023-12-15,10459.000000,10476.750000,9832.599609,10286.400391,10286.400391,1244681
2023-12-18,10295.000000,10350.900391,10226.200195,10319.599609,10319.599609,652498
2023-12-19,10319.599609,10377.000000,10206.200195,10233.599609,10233.599609,585734
2023-12-20,10240.000000,10309.049805,9990.000000,10081.250000,10081.250000,964051
2023-12-21,10000.000000,10099.250000,9900.000000,10012.849609,10012.849609,739806
2023-12-22,10050.000000,10318.299805,10030.000000,10217.150391,10217.150391,652545
2023-12-26,10270.000000,10281.200195,10114.700195,10270.650391,10270.650391,395273
2023-12-27,10286.000000,10305.349609,10230.000000,10288.500000,10288.500000,397675
2023-12-28,10310.950195,10310.950195,10187.000000,10271.599609,10271.599609,584234
2023-12-29,10280.450195,10396.650391,10273.000000,10302.349609,10302.349609,705227
2024-01-01,10345.000000,10345.000000,10214.650391,10283.299805,10283.299805,411724
2024-01-02,10283.299805,10294.700195,10151.049805,10197.750000,10197.750000,776837
2024-01-03,10200.000000,10210.000000,10065.000000,10077.650391,10077.650391,521046
2024-01-04,10100.000000,10120.000000,9985.549805,10015.299805,10015.299805,711733
2024-01-05,10010.650391,10075.000000,9970.000000,10017.000000,10017.000000,673131
2024-01-08,10005.000000,10128.950195,9911.900391,9946.700195,9946.700195,600153
2024-01-09,9975.000000,10042.650391,9890.000000,10024.099609,10024.099609,666469
2024-01-10,10049.950195,10050.750000,9950.000000,10010.200195,10010.200195,481699
2024-01-11,10025.099609,10124.099609,10000.000000,10011.099609,10011.099609,1024815
2024-01-12,10025.000000,10044.950195,9935.950195,9965.650391,9965.650391,850190
2024-01-15,9985.099609,10098.799805,9948.000000,10086.900391,10086.900391,463380
2024-01-16,10086.849609,10240.000000,10060.000000,10183.549805,10183.549805,536823
2024-01-17,10124.000000,10161.799805,9996.450195,10051.700195,10051.700195,610250
2024-01-18,9946.049805,10050.000000,9737.650391,9924.500000,9924.500000,614860
2024-01-19,9960.000000,10051.650391,9949.049805,10037.700195,10037.700195,377018
2024-01-23,9862.000000,9973.000000,9832.099609,9860.450195,9860.450195,956269
2024-01-24,9860.000000,10000.000000,9755.000000,9988.200195,9988.200195,459092
2024-01-25,9988.200195,9999.799805,9816.549805,9881.000000,9881.000000,718817
2024-01-29,9931.150391,10035.000000,9875.049805,9991.400391,9991.400391,446516
2024-01-30,10010.849609,10033.500000,9931.500000,9951.650391,9951.650391,399869
2024-01-31,9959.299805,10235.599609,9913.000000,10186.900391,10186.900391,997024
2024-02-01,10210.000000,10699.799805,10204.000000,10637.950195,10637.950195,1869594
2024-02-02,10598.000000,10711.599609,10540.400391,10655.450195,10655.450195,814940
2024-02-05,10602.000000,10759.950195,10400.000000,10428.549805,10428.549805,365105
2024-02-06,10499.950195,10856.750000,10458.000000,10844.849609,10844.849609,829040
2024-02-07,10860.000000,10973.500000,10786.799805,10935.700195,10935.700195,560808
2024-02-08,10951.000000,10951.000000,10689.950195,10743.900391,10743.900391,557082
2024-02-09,10711.250000,10770.000000,10611.099609,10732.849609,10732.849609,645489
2024-02-12,10700.000000,10748.950195,10650.049805,10709.700195,10709.700195,190655
2024-02-13,10730.000000,10830.000000,10640.150391,10794.500000,10794.500000,397979
2024-02-14,10705.000000,11050.000000,10703.400391,11027.950195,11027.950195,354676
2024-02-15,11040.000000,11133.000000,10980.000000,11090.250000,11090.250000,447248
2024-02-16,11120.000000,11480.000000,11098.000000,11380.400391,11380.400391,716486
2024-02-19,11380.400391,11613.049805,11333.049805,11483.349609,11483.349609,581383
2024-02-20,11440.000000,11479.950195,11315.849609,11446.450195,11446.450195,355044
2024-02-21,11456.000000,11521.000000,11370.000000,11465.849609,11465.849609,348461
2024-02-22,11500.000000,11695.000000,11391.250000,11657.799805,11657.799805,584406
2024-02-23,11704.950195,11720.000000,11475.200195,11535.599609,11535.599609,472884
2024-02-26,11505.000000,11533.950195,11416.450195,11453.799805,11453.799805,140677
